score_bin	sensitive_predictive_implication	resistance_predictive_implication	prognostic_predictive_implication	feature_type	feature	alteration_type	alteration	tumor_f	total_coverage	exac_af	exac_common	clinvar	sensitive_score_bin	sensitive_therapy_name	sensitive_therapy_strategy	sensitive_therapy_type	sensitive_description	sensitive_citation	sensitive_url	resistance_score_bin	resistance_therapy_name	resistance_therapy_strategy	resistance_therapy_type	resistance_description	resistance_citation	resistance_url	prognostic_score_bin	favorable_prognosis	prognostic_description	prognostic_citation	prognostic_url	number_germline_mutations_in_gene	validation_total_coverage	validation_tumor_f	validation_detection_power	feature_display	preclinical_efficacy_observed	patient_id	tumor_sample_barcode	normal_sample_barcode
Putatively Actionable	Guideline	Guideline		Copy Number	AR	Amplification				0.0	0.0		Putatively Actionable	Abiraterone	Antiandrogen	Hormone therapy	Androgen receptor activation may predict sensitivity to second generation androgen deprivation or direct androgen inhibitors.	National Comprehensive Cancer Network. Prostate Cancer NCCN Evidence Blocks (Version 3.2016). Accessed November 5, 2016.	https://www.nccn.org/professionals/physician_gls/pdf/prostate_blocks.pdf	Putatively Actionable	Abiraterone	Antiandrogen	Hormone therapy	Androgen receptor activation is a potential mechanism of recurrence of prostate cancer during androgen deprivation therapy.	National Comprehensive Cancer Network. Prostate Cancer NCCN Evidence Blocks (Version 3.2016). Accessed November 5, 2016.	https://www.nccn.org/professionals/physician_gls/pdf/prostate_blocks.pdf						0				AR Amplification		MO_1232	MO_1232-Tumor	
Putatively Actionable	Preclinical	Preclinical		Copy Number	MIR17HG	Deletion				0.0	0.0		Investigate Actionability	Neoadjuvant chemotherapy + surgery	Chemotherapy + Surgical removal	Combination therapy	Amplification of the 13q31-34 region, which contains MIR17HG, was associated with increased sensitivity to neoadjuvant chemotherapy and surgery in 41% of participants in a 120-patient study.	Molinari C, Salvi S, Foca F, et al. miR-17-92a-1 cluster host gene (MIR17HG) evaluation and response to neoadjuvant chemoradiotherapy in rectal cancer. Onco Targets Ther. 2016;9:2735-42.	https://doi.org/10.2147/OTT.S105760	Putatively Actionable	Neoadjuvant chemotherapy + surgery	Chemotherapy + Surgical removal	Combination therapy	Deletion of the 13q31-34 region, which contains MIR17HG, was associated with resistance to neoadjuvant chemotherapy and surgery in 41% of participants in a 120-patient study.	Molinari C, Salvi S, Foca F, et al. miR-17-92a-1 cluster host gene (MIR17HG) evaluation and response to neoadjuvant chemoradiotherapy in rectal cancer. Onco Targets Ther. 2016;9:2735-42.	https://doi.org/10.2147/OTT.S105760						0				MIR17HG Deletion		MO_1232	MO_1232-Tumor	
Investigate Actionability	Inferential			Mutational Signature	COSMIC Signature 3	version 2	0.321						Investigate Actionability	Platinum	Platinum-based chemotherapy	Chemotherapy	Responders to platinum based chemotherapy exhibit COSMIC signature 3 (HR signature) mutations in pancreatic cancer.	Alexandrov LB, Nik-zainal S, Siu HC, Leung SY, Stratton MR. A mutational signature in gastric cancer suggests therapeutic strategies. Nat Commun. 2015;6:8683.	https://doi.org/10.1038/ncomms9683													0				COSMIC Signature (version 2) 3 (32%)		MO_1232		
Investigate Actionability		Guideline	Guideline	Somatic Variant	TP53	Missense	p.H193D	0.507	213.0	0.0	0.0									Investigate Actionability	Lenalidomide	Immunomodulation	Targeted therapy	More frequent with complex karyotypes and del(5q).	National Comprehensive Cancer Network. Myelodysplastic Syndromes NCCN Evidence Blocks (Version 1.2017). https://www.nccn.org/professionals/physician_gls/pdf/mds_blocks.pdf. Accessed November 5, 2016.	https://www.nccn.org/professionals/physician_gls/pdf/mds_blocks.pdf	Investigate Actionability	0.0	Missense mutation in any codon except P47S or P72R is associated with a poor prognosis and possible resistance to lenalidomide. More frequent with complex karyotypes and del(5q).	National Comprehensive Cancer Network. Myelodysplastic Syndromes NCCN Evidence Blocks (Version 1.2017). https://www.nccn.org/professionals/physician_gls/pdf/mds_blocks.pdf. Accessed November 5, 2016.	https://www.nccn.org/professionals/physician_gls/pdf/mds_blocks.pdf	0	102.0	0.7157	1.0	TP53 p.H193D (Missense)		MO_1232	MO_1232-Tumor	MO_1232-Normal
Investigate Actionability			Inferential	Aneuploidy	Whole genome doubling																						Investigate Actionability	0.0	WGD was associated with adverse survival pan-cancer in patients with advanced disease and in cancers with heterogeneous clinical outcomes, even following the development of metastasis.	Bielski CM, Zehir A, Penson AV, et al. Genome doubling shapes the evolution and prognosis of advanced cancers Nat Genet. 2018; 50(8):1189-1195.	https://doi.org/10.1038/s41588-018-0165-1	0						MO_1232		
Investigate Actionability			Clinical evidence	Copy Number	ESR1	Deletion				0.0	0.0																Investigate Actionability	0.0	Ampifications of ESR1 was significantly associated with poor disease-free survival and overall survival in a study of 99 patients with ER-positive breast cancer tumors.	Nielsen KV, Ejlertsen B, Muller S, et al. Amplification of ESR1 may predict resistance to adjuvant tamoxifen in postmenopausal patients with hormone receptor positive breast cancer. Breast Cancer Res Treat. 2011;127(2):345-55.	https://doi.org/10.1007/s10549-010-0984-y	0				ESR1 Deletion		MO_1232	MO_1232-Tumor	
Biologically Relevant				Copy Number	RBM10	Amplification				0.0	0.0																					0				RBM10 Amplification		MO_1232	MO_1232-Tumor	
Biologically Relevant				Copy Number	ARAF	Amplification				0.0	0.0																					0				ARAF Amplification		MO_1232	MO_1232-Tumor	
Biologically Relevant				Copy Number	ROS1	Deletion				0.0	0.0																					0				ROS1 Deletion		MO_1232	MO_1232-Tumor	
Biologically Relevant				Microsatellite Stability	Supporting variants		PRDM2 p.703_704insP (Insertion)																									0				Supporting variants: PRDM2 p.703_704insP (Insertion)		MO_1232		
